75024,85900,46045
5725,2929,74985
52208,32557,16589
98936,97032,6451
3001,17145,66195
58024,58915,89705
76642,88069,53838
27901,72687,87911
72812,86325,32978
77461,29725,53145
57116,74032,30414
72501,98231,23060
31368,88883,10640
37385,51798,72096
6446,40801,27987
51481,67774,68927
75975,56049,50629
18605,44946,75487
90307,82765,3315
45581,18604,10423
3653,8008,28387
54670,36338,39743
47249,32124,27250
6380,54584,24558
90225,52054,77049
91040,19186,4187
66130,3987,3536
28017,91348,98825
19765,17690,26191
58486,76698,29155
37770,24675,66300
81408,24080,33736
38831,35160,2231
84964,81728,64078
50192,52123,95965
53921,15506,85421
56689,91505,79805
90655,4429,63093
51109,73257,90277
98253,73989,26584
41998,80421,93401
27706,33692,47963
54494,2311,29837
51074,74040,24738
34349,19655,67659
28604,76642,78422
85935,61425,370
80080,61419,23005
87865,2308,72626
21866,73842,92623
58258,34637,98933
32401,87602,63274
7582,59035,92806
88444,23382,42274
66567,81247,32915
4614,66829,81538
78185,81876,28965
15364,60562,47267
34559,83625,8869
32945,7127,97422
4690,10791,17070
21451,80249,12417
47679,58218,18796
46312,19016,31946
17891,27818,25208
72155,54835,56411
41048,26506,19394
55475,57683,36568
80681,41100,92301
71798,30364,98053
94360,21147,86411
64213,48461,28518
16036,47400,6103
81209,64858,20322
85115,5641,34847
96177,59987,46120
68846,36015,12421
34927,3421,94368
55128,18144,37923
20975,16344,45837
13123,64404,866
14969,96887,28185
74918,19983,71780
99743,51523,12874
7411,17614,27741
5840,46349,41311
78394,11675,28920
88595,4713,83511
40439,16863,77451
87356,17457,29788
91426,35542,28226
7095,87701,66544
31087,63568,16888
35810,32758,46241
9150,57325,52364
63081,50508,34917
13509,6405,5095
73820,14559,35675
58561,52735,21432
16839,96616,84875
9752,1236,81771
70591,84439,98671
22457,92416,10457
83857,8133,99735
64775,24133,24360
9965,76784,5538
9954,28266,43832
60085,46708,18285
57527,31348,31826
72649,1762,50439
59247,659,49168
22306,56095,56030
38678,30026,4584
50525,39329,12184
99115,59078,39126
72673,65533,7759
50314,50399,34770
61843,6761,23207
97858,88122,24568
2839,57820,36991
37151,80685,21859
84004,3145,7493
73245,86091,93861
10745,20768,86378
31388,66948,7595
24131,35721,71561
37687,8669,44185
43703,59331,96707
98410,69294,78949
92886,17985,15063
68215,8571,62376
47729,28303,5380
34533,3647,16602
88587,27159,79241
39708,21614,92220
27475,63549,64818
73557,9381,29963
21832,56448,47502
10568,68755,2895
23978,48096,39837
82093,95213,96677
84125,20546,39912
72307,49464,76249
21701,91494,72281
79112,26348,35866
79272,77786,74124
88703,63755,53
60066,75224,37008
89096,30048,71599
85070,19301,9091
13471,74453,13546
11149,92742,29160
46607,14824,11469
83867,31334,11809
29601,61140,63240
35946,75007,32972
60669,63207,82070
20462,66356,38183
43495,54521,62488
33628,60934,14020
38493,84406,87907
83730,86348,16680
82432,60182,71071
44319,82115,42285
70005,63510,19246
5962,22396,57279
5035,85302,92830
3035,84720,98901
62621,14020,33718
79087,57740,79190
69837,75334,59220
21957,68319,29575
61917,59119,95837
73572,49049,77586
86258,5294,99863
7776,58952,76799
35293,51060,7419
91501,41007,98002
77003,85466,21334
19794,73304,78471
15431,54375,35727
29355,91130,1810
63441,37850,72520
92371,76321,21269
2301,30567,96316
96811,29542,51584
48479,40311,13081
51209,40564,3049
29141,49799,35798
78275,31087,79624
94352,56948,1091
86474,55741,52402
12384,60166,86031
87256,53505,51556
15966,66392,29435
54061,90564,10047
70132,15448,39566
94598,28170,82697
63869,43592,94887
18744,17572,66032
75024,85900,29868
5725,2929,69601
52208,32557,99379
98936,97032,56046
3001,17145,27755
58024,58915,48565
76642,88069,43713
27901,72687,22112
72812,86325,92059
77461,29725,77385
57116,74032,94177
72501,98231,77948
31368,88883,50491
37385,51798,40902
6446,40801,70284
51481,67774,95718
75975,56049,13055
18605,44946,14677
90307,82765,78731
45581,18604,73613
3653,8008,17051
54670,36338,38255
47249,32124,27520
6380,54584,5518
90225,52054,81093
91040,19186,64610
66130,3987,61659
28017,91348,90274
19765,17690,76553
58486,76698,47429
37770,24675,58543
81408,24080,64589
38831,35160,34326
84964,81728,67394
50192,52123,48060
53921,15506,13505
56689,91505,89430
90655,4429,26511
51109,73257,82264
98253,73989,36557
41998,80421,10989
27706,33692,58278
54494,2311,87970
51074,74040,92246
34349,19655,23209
28604,76642,39001
85935,61425,51652
80080,61419,69728
87865,2308,37383
21866,73842,59957
58258,34637,21949
32401,87602,44660
7582,59035,10895
88444,23382,4196
66567,81247,84223
4614,66829,36256
78185,81876,16309
15364,60562,40547
34559,83625,76712
32945,7127,66016
4690,10791,68049
21451,80249,64998
47679,58218,1764
46312,19016,30639
17891,27818,15327
72155,54835,63388
41048,26506,83305
55475,57683,75110
80681,41100,24808
71798,30364,85669
94360,21147,10484
64213,48461,45006
16036,47400,7556
81209,64858,91772
85115,5641,5771
96177,59987,10310
68846,36015,51473
34927,3421,5711
55128,18144,81824
20975,16344,51216
13123,64404,17998
14969,96887,29693
74918,19983,96696
99479,3258,76091
33208,27539,37054
48095,49561,97598
61269,77873,73149
85884,990,49406
17695,34401,24058
60016,95017,92112
51738,53586,31836
525,54994,77874
75581,15357,43930
61775,2054,49103
23017,7636,63998
70533,81447,52745
5171,60898,66710
2873,75834,36575
41812,4183,88172
27544,20071,65761
60732,96375,84103
40283,3032,54422
41295,64653,37903
71279,88287,50139
86123,72364,99927
13015,6604,43875
68420,37999,74538
45477,11939,53923
96832,26873,55552
1411,95376,27398
39860,18646,63854
74732,48540,25537
28057,14387,65299
61859,68183,93482
14896,11114,93337
11514,10057,91272
85283,1639,54069
75193,3922,33622
51308,22720,60833
90495,94719,75089
79709,16726,6280
45379,29714,29306
72080,73177,73070
33952,80468,12223
14208,13130,71442
59234,90660,66821
83174,63905,71566
12422,78065,779
98084,98759,96600
63909,7342,28432
59450,38636,31250
78294,41920,22204
33142,56261,85293
64799,33475,60479
27501,15444,67297
65132,55236,47402
234,47479,85608
32505,78373,91336
43611,48691,25127
98941,43928,98138
93905,11619,95562
46089,67046,23653
99506,76031,2693
56655,14263,11243
28552,46868,96376
39230,45173,30159
3818,70738,77392
11904,60381,15377
50067,18712,48270
80633,75176,40399
24001,31927,71317
43740,82071,77392
3301,31972,54080
86457,93796,43649
42689,88457,9079
10734,59000,9913
19225,38628,98579
97677,38857,20256
49625,81697,15878
43665,87872,43989
70198,44973,45614
87799,55043,56740
78761,96419,45809
52412,89843,63291
55523,53536,65291
19706,97180,17311
29195,39898,314
52807,31090,84465
54821,52225,81559
82934,8078,13941
46061,61872,4972
96536,4629,93888
9341,43059,36467
45162,43317,74360
79941,81452,56680
51922,74406,17119
58142,21358,91770
46147,64211,20383
2173,81594,45798
42643,79463,32198
91362,45629,14461
30374,37163,39078
30375,37162,39079
