12421,67101,99907
3536,49153,63503
66280,32300,95555
79395,21399,35284
81045,36420,9288
6103,65883,24689
72748,97501,25831
34847,66491,55202
98801,98959,15387
10423,46791,97333
64900,20607,19418
36739,76960,80802
83576,95300,92738
63994,78046,90625
84601,10431,69027
71466,30008,22609
49979,76105,29356
28466,14947,4438
87911,43879,30400
79805,51824,23911
66632,76010,61049
47424,87631,20604
50069,41456,99728
9866,19619,89707
32508,77838,73936
9242,18952,56119
63274,59155,80131
27250,47356,7115
91681,96977,14287
25433,20703,70093
49761,87322,48356
69339,20515,26408
70093,21781,73646
81211,40473,47968
44970,70031,82963
46695,78743,58148
32386,87243,84570
39701,1080,48533
26584,53822,21543
78422,58126,84339
82430,72000,89575
66300,49726,95358
76423,74829,55442
11205,85181,90778
32915,60521,73712
10632,76216,19405
71474,98679,25172
42274,59562,44809
35772,88104,75734
67659,57977,16871
48327,35285,37884
74230,16280,57727
35379,16660,3095
8869,61866,57884
33296,89168,17822
54683,13944,90464
4187,48505,19574
46713,70938,33966
24827,78569,71233
97422,62285,33236
77481,32737,32263
10640,45711,54986
30414,44469,37336
87125,14120,38861
36568,64862,98560
28965,61482,86597
25208,63855,17068
52386,94779,83254
99084,35729,30382
26902,74194,4403
68927,46536,82938
92313,94751,14692
81538,60943,50342
77279,85877,89919
11299,86859,74569
92632,85018,39716
97092,90982,62647
29286,75462,3487
95965,51241,34159
3266,92750,43907
82983,11029,30004
16105,4675,5225
16105,38308,54052
16105,86119,6211
16105,40884,14635
16105,57569,7305
87752,9422,96769
3806,79108,24179
91083,26582,62345
72626,58875,11510
98933,59124,62096
20517,32628,594
19175,32877,6163
53145,44267,75211
77049,47892,73011
34069,4036,38648
866,68517,31567
89705,43113,79787
16589,42661,7363
85421,51795,42158
24738,56471,83573
37923,67671,72604
3577,37509,48477
90308,9125,53094
98825,49239,14075
53637,26228,15631
98053,65619,22850
69187,40752,55522
15227,76032,18749
80974,7013,98680
81373,39767,45054
60321,19227,59286
99294,23603,54590
3902,30582,14239
4828,84416,24373
59215,4849,10667
84484,27379,38086
55180,85309,77764
15456,89423,25812
29155,49668,3128
22390,69159,73451
42044,18083,93148
24932,86287,61348
22818,83022,92324
72096,45942,86629
20655,17973,99374
92509,77490,98790
41542,39768,51934
60921,71190,70841
52173,38265,78728
31081,96316,71757
45333,89530,41141
6451,42869,43436
94901,606,48191
76614,79617,6623
88774,2268,21577
53838,43613,7669
12631,14814,31461
64078,50756,21799
2309,35778,99495
64530,3720,49661
74985,42391,62728
29742,17798,52529
92301,65003,56423
31946,63854,94582
38449,99522,85976
23915,20723,67034
25043,30234,21768
26191,49471,68157
12603,22916,81612
33671,10111,47059
77617,26653,32572
52765,21181,33299
59026,3618,52183
91231,90459,50439
53180,26152,92053
64304,82939,81756
23060,45548,2569
63999,89456,23410
9101,79178,54697
46120,67040,28133
28008,38673,49185
29837,55574,32991
30104,4128,83466
14333,86445,50856
72797,75596,6070
24558,47542,46075
90974,39987,90039
17070,62456,20130
93775,18624,79574
93208,94704,15509
52207,98205,11872
18682,96581,95571
96438,69580,63899
9663,79404,98970
45837,68006,28295
47567,30569,27580
96493,94185,86104
85917,6856,32142
93563,81349,16518
19796,93206,13459
85686,79980,14999
42584,83569,71213
19736,13882,54405
46045,41551,33434
67635,72506,53115
17042,7768,27250
33061,81935,32369
97222,82279,74029
90277,53619,69380
61335,79286,56583
26397,87413,44795
66997,40022,29758
9021,15990,60193
28387,47129,85553
98738,15985,71217
12417,63051,12178
90639,33822,4897
36852,9427,7464
10934,31282,56403
39743,47341,58716
12421,67101,99907
3536,49153,63503
66280,32300,95555
79395,21399,35284
81045,36420,9288
6103,65883,24689
72748,97501,25831
34847,66491,55202
98801,98959,15387
10423,46791,97333
64900,20607,19418
36739,76960,80802
83576,95300,92738
63994,78046,90625
84601,10431,69027
71466,30008,22609
49979,76105,29356
28466,14947,4438
87911,43879,30400
79805,51824,23911
66632,76010,61049
47424,87631,20604
50069,41456,99728
9866,19619,89707
